"LON" "LAT" "FPU_code" "LONLAT"
-108.5 29.5 245 "-108.5/29.5"
77.5 29.5 891 "77.5/29.5"
41.5 50.5 26 "41.5/50.5"
43.5 20.5 20000 "43.5/20.5"
-65.5 -6.5 8 "-65.5/-6.5"
27.5 -7.5 281 "27.5/-7.5"
-56.5 -18.5 186 "-56.5/-18.5"
49.5 39.5 25 "49.5/39.5"
-42.5 -14.5 214 "-42.5/-14.5"
9.5 56.5 86 "9.5/56.5"
125.5 43.5 221 "125.5/43.5"
-99.5 26.5 199 "-99.5/26.5"
43.5 50.5 26 "43.5/50.5"
-53.5 -24.5 186 "-53.5/-24.5"
41.5 38.5 242 "41.5/38.5"
3.5 46.5 130 "3.5/46.5"
-57.5 1.5 8 "-57.5/1.5"
86.5 61.5 274 "86.5/61.5"
48.5 -14.5 134 "48.5/-14.5"
-77.5 1.5 170 "-77.5/1.5"
128.5 -17.5 49 "128.5/-17.5"
125.5 38.5 164 "125.5/38.5"
101.5 48.5 246 "101.5/48.5"
135.5 55.5 1 "135.5/55.5"
-84.5 50.5 38 "-84.5/50.5"
16.5 64.5 2151 "16.5/64.5"
-97.5 31.5 273 "-97.5/31.5"
103.5 58.5 274 "103.5/58.5"
-112.5 47.5 141 "-112.5/47.5"
19.5 -9.5 57 "19.5/-9.5"
45.5 36.5 240 "45.5/36.5"
10.5 56.5 86 "10.5/56.5"
129.5 53.5 19 "129.5/53.5"
98.5 2.5 1061 "98.5/2.5"
39.5 64.5 163 "39.5/64.5"
78.5 19.5 91 "78.5/19.5"
114.5 -1.5 29 "114.5/-1.5"
-0.5 5.5 257 "-0.5/5.5"
70.5 53.5 173 "70.5/53.5"
132.5 -22.5 49 "132.5/-22.5"
120.5 -9.5 1060 "120.5/-9.5"
-48.5 -3.5 243 "-48.5/-3.5"
-79.5 41.5 94 "-79.5/41.5"
39.5 38.5 242 "39.5/38.5"
-150.5 65.5 7 "-150.5/65.5"
88.5 62.5 274 "88.5/62.5"
-146.5 64.5 7 "-146.5/64.5"
-90.5 51.5 38 "-90.5/51.5"
-73.5 -3.5 12 "-73.5/-3.5"
-60.5 -20.5 187 "-60.5/-20.5"
139.5 -18.5 49 "139.5/-18.5"
-68.5 -43.5 238 "-68.5/-43.5"
-71.5 3.5 182 "-71.5/3.5"
17.5 59.5 2151 "17.5/59.5"
-102.5 43.5 141 "-102.5/43.5"
16.5 0.5 59 "16.5/0.5"
-66.5 18.5 6 "-66.5/18.5"
103.5 15.5 138 "103.5/15.5"
28.5 50.5 70 "28.5/50.5"
30.5 48.5 70 "30.5/48.5"
-57.5 -35.5 185 "-57.5/-35.5"
133.5 45.5 18 "133.5/45.5"
-4.5 39.5 103 "-4.5/39.5"
21.5 -31.5 222 "21.5/-31.5"
-119.5 42.5 56 "-119.5/42.5"
-40.5 -15.5 214 "-40.5/-15.5"
37.5 1.5 97 "37.5/1.5"
121.5 -1.5 105 "121.5/-1.5"
142.5 -18.5 49 "142.5/-18.5"
-77.5 8.5 48 "-77.5/8.5"
-3.5 40.5 103 "-3.5/40.5"
63.5 32.5 268 "63.5/32.5"
44.5 64.5 163 "44.5/64.5"
76.5 29.5 108 "76.5/29.5"
16.5 50.5 64 "16.5/50.5"
21.5 14.5 204 "21.5/14.5"
139.5 -34.5 142 "139.5/-34.5"
72.5 45.5 117 "72.5/45.5"
33.5 1.5 99 "33.5/1.5"
66.5 63.5 174 "66.5/63.5"
10.5 4.5 42 "10.5/4.5"
28.5 15.5 157 "28.5/15.5"
118.5 34.5 100 "118.5/34.5"
-101.5 28.5 199 "-101.5/28.5"
-102.5 49.5 190 "-102.5/49.5"
-80.5 -5.5 188 "-80.5/-5.5"
19.5 14.5 204 "19.5/14.5"
45.5 31.5 240 "45.5/31.5"
-47.5 -20.5 186 "-47.5/-20.5"
39.5 46.5 26 "39.5/46.5"
22.5 -8.5 60 "22.5/-8.5"
-128.5 55.5 7 "-128.5/55.5"
90.5 57.5 174 "90.5/57.5"
-126.5 61.5 50 "-126.5/61.5"
68.5 62.5 174 "68.5/62.5"
120.5 44.5 221 "120.5/44.5"
142.5 43.5 1121 "142.5/43.5"
100.5 46.5 132 "100.5/46.5"
-62.5 -12.5 8 "-62.5/-12.5"
-81.5 35.5 228 "-81.5/35.5"
44.5 9.5 98 "44.5/9.5"
-66.5 48.5 38 "-66.5/48.5"
-37.5 -10.5 214 "-37.5/-10.5"
-64.5 -17.5 9 "-64.5/-17.5"
-79.5 50.5 38 "-79.5/50.5"
2.5 7.5 255 "2.5/7.5"
103.5 54.5 1 "103.5/54.5"
-54.5 -7.5 8 "-54.5/-7.5"
48.5 58.5 254 "48.5/58.5"
142.5 45.5 1 "142.5/45.5"
29.5 -16.5 287 "29.5/-16.5"
123.5 45.5 221 "123.5/45.5"
79.5 23.5 135 "79.5/23.5"
-73.5 -14.5 188 "-73.5/-14.5"
113.5 25.5 511 "113.5/25.5"
-71.5 -33.5 52 "-71.5/-33.5"
31.5 -24.5 128 "31.5/-24.5"
112.5 -0.5 29 "112.5/-0.5"
-65.5 6.5 183 "-65.5/6.5"
-68.5 51.5 38 "-68.5/51.5"
-110.5 44.5 56 "-110.5/44.5"
-44.5 -12.5 214 "-44.5/-12.5"
72.5 59.5 174 "72.5/59.5"
9.5 61.5 2152 "9.5/61.5"
48.5 38.5 269 "48.5/38.5"
18.5 -20.5 284 "18.5/-20.5"
129.5 47.5 18 "129.5/47.5"
20.5 -13.5 279 "20.5/-13.5"
-0.5 10.5 257 "-0.5/10.5"
15.5 -0.5 59 "15.5/-0.5"
41.5 60.5 163 "41.5/60.5"
-47.5 -10.5 243 "-47.5/-10.5"
-92.5 41.5 140 "-92.5/41.5"
-41.5 -12.5 214 "-41.5/-12.5"
117.5 3.5 29 "117.5/3.5"
126.5 50.5 18 "126.5/50.5"
-44.5 -5.5 166 "-44.5/-5.5"
57.5 47.5 248 "57.5/47.5"
68.5 58.5 174 "68.5/58.5"
32.5 11.5 157 "32.5/11.5"
-93.5 44.5 191 "-93.5/44.5"
-93.5 31.5 273 "-93.5/31.5"
21.5 -1.5 60 "21.5/-1.5"
-72.5 -11.5 12 "-72.5/-11.5"
112.5 34.5 1010 "112.5/34.5"
32.5 7.5 157 "32.5/7.5"
107.5 47.5 132 "107.5/47.5"
1.5 49.5 216 "1.5/49.5"
-112.5 42.5 92 "-112.5/42.5"
99.5 20.5 235 "99.5/20.5"
46.5 57.5 254 "46.5/57.5"
30.5 -29.5 222 "30.5/-29.5"
93.5 47.5 132 "93.5/47.5"
55.5 56.5 254 "55.5/56.5"
-60.5 -13.5 9 "-60.5/-13.5"
-74.5 8.5 170 "-74.5/8.5"
37.5 -3.5 74 "37.5/-3.5"
-73.5 6.5 170 "-73.5/6.5"
146.5 -31.5 142 "146.5/-31.5"
52.5 51.5 248 "52.5/51.5"
-111.5 34.5 54 "-111.5/34.5"
39.5 24.5 20000 "39.5/24.5"
-40.5 -12.5 214 "-40.5/-12.5"
103.5 46.5 132 "103.5/46.5"
132.5 -18.5 49 "132.5/-18.5"
37.5 45.5 4 "37.5/45.5"
141.5 -8.5 184 "141.5/-8.5"
39.5 52.5 26 "39.5/52.5"
22.5 -28.5 181 "22.5/-28.5"
112.5 28.5 511 "112.5/28.5"
114.5 25.5 512 "114.5/25.5"
69.5 55.5 173 "69.5/55.5"
-80.5 41.5 94 "-80.5/41.5"
-111.5 42.5 92 "-111.5/42.5"
-65.5 48.5 38 "-65.5/48.5"
67.5 57.5 174 "67.5/57.5"
15.5 4.5 43 "15.5/4.5"
-113.5 60.5 50 "-113.5/60.5"
-108.5 51.5 190 "-108.5/51.5"
47.5 24.5 20000 "47.5/24.5"
65.5 27.5 270 "65.5/27.5"
-76.5 -5.5 12 "-76.5/-5.5"
81.5 8.5 229 "81.5/8.5"
115.5 -28.5 272 "115.5/-28.5"
103.5 56.5 1 "103.5/56.5"
129.5 -16.5 49 "129.5/-16.5"
28.5 2.5 60 "28.5/2.5"
-100.5 36.5 22 "-100.5/36.5"
108.5 11.5 202 "108.5/11.5"
-122.5 41.5 37 "-122.5/41.5"
97.5 24.5 235 "97.5/24.5"
56.5 62.5 163 "56.5/62.5"
17.5 -12.5 41 "17.5/-12.5"
36.5 13.5 156 "36.5/13.5"
67.5 48.5 230 "67.5/48.5"
-144.5 63.5 7 "-144.5/63.5"
-118.5 49.5 55 "-118.5/49.5"
-68.5 47.5 38 "-68.5/47.5"
-105.5 49.5 190 "-105.5/49.5"
-92.5 52.5 38 "-92.5/52.5"
-88.5 44.5 140 "-88.5/44.5"
20.5 3.5 60 "20.5/3.5"
98.5 53.5 274 "98.5/53.5"
-157.5 61.5 7 "-157.5/61.5"
113.5 22.5 2881 "113.5/22.5"
-52.5 -7.5 8 "-52.5/-7.5"
99.5 8.5 237 "99.5/8.5"
5.5 61.5 2152 "5.5/61.5"
-0.5 34.5 159 "-0.5/34.5"
-97.5 33.5 22 "-97.5/33.5"
111.5 2.5 30 "111.5/2.5"
139.5 -3.5 105 "139.5/-3.5"
-67.5 48.5 38 "-67.5/48.5"
136.5 48.5 19 "136.5/48.5"
138.5 -18.5 49 "138.5/-18.5"
74.5 59.5 174 "74.5/59.5"
2.5 34.5 159 "2.5/34.5"
109.5 23.5 2880 "109.5/23.5"
-79.5 22.5 61 "-79.5/22.5"
105.5 28.5 510 "105.5/28.5"
24.5 45.5 64 "24.5/45.5"
43.5 1.5 98 "43.5/1.5"
116.5 26.5 512 "116.5/26.5"
30.5 47.5 70 "30.5/47.5"
67.5 46.5 117 "67.5/46.5"
45.5 -23.5 134 "45.5/-23.5"
132.5 54.5 19 "132.5/54.5"
143.5 -30.5 142 "143.5/-30.5"
116.5 2.5 29 "116.5/2.5"
-46.5 -7.5 243 "-46.5/-7.5"
-99.5 47.5 141 "-99.5/47.5"
32.5 -25.5 127 "32.5/-25.5"
81.5 52.5 174 "81.5/52.5"
-57.5 -9.5 8 "-57.5/-9.5"
118.5 4.5 30 "118.5/4.5"
71.5 51.5 173 "71.5/51.5"
140.5 38.5 1120 "140.5/38.5"
130.5 48.5 18 "130.5/48.5"
78.5 12.5 104 "78.5/12.5"
-122.5 42.5 37 "-122.5/42.5"
-53.5 -8.5 8 "-53.5/-8.5"
149.5 -30.5 142 "149.5/-30.5"
33.5 -7.5 285 "33.5/-7.5"
118.5 1.5 29 "118.5/1.5"
26.5 39.5 84 "26.5/39.5"
23.5 -33.5 222 "23.5/-33.5"
14.5 64.5 2151 "14.5/64.5"
35.5 0.5 97 "35.5/0.5"
122.5 7.5 189 "122.5/7.5"
69.5 51.5 173 "69.5/51.5"
28.5 -1.5 60 "28.5/-1.5"
-93.5 32.5 22 "-93.5/32.5"
115.5 35.5 1010 "115.5/35.5"
-66.5 -19.5 9 "-66.5/-19.5"
45.5 43.5 26 "45.5/43.5"
-66.5 -27.5 213 "-66.5/-27.5"
69.5 62.5 274 "69.5/62.5"
-120.5 36.5 37 "-120.5/36.5"
22.5 45.5 64 "22.5/45.5"
-103.5 31.5 200 "-103.5/31.5"
-83.5 41.5 94 "-83.5/41.5"
57.5 63.5 163 "57.5/63.5"
-94.5 52.5 190 "-94.5/52.5"
21.5 -6.5 60 "21.5/-6.5"
-119.5 58.5 50 "-119.5/58.5"
-92.5 48.5 94 "-92.5/48.5"
17.5 -3.5 60 "17.5/-3.5"
82.5 20.5 35 "82.5/20.5"
-65.5 -0.5 8 "-65.5/-0.5"
110.5 45.5 132 "110.5/45.5"
-122.5 40.5 37 "-122.5/40.5"
43.5 15.5 20001 "43.5/15.5"
-60.5 -2.5 8 "-60.5/-2.5"
19.5 -7.5 60 "19.5/-7.5"
40.5 -15.5 225 "40.5/-15.5"
112.5 36.5 1010 "112.5/36.5"
27.5 8.5 157 "27.5/8.5"
28.5 -15.5 286 "28.5/-15.5"
17.5 8.5 121 "17.5/8.5"
-88.5 21.5 278 "-88.5/21.5"
60.5 53.5 174 "60.5/53.5"
13.5 57.5 2151 "13.5/57.5"
107.5 13.5 137 "107.5/13.5"
41.5 13.5 156 "41.5/13.5"
47.5 34.5 269 "47.5/34.5"
-1.5 16.5 150 "-1.5/16.5"
105.5 13.5 137 "105.5/13.5"
100.5 47.5 246 "100.5/47.5"
50.5 54.5 254 "50.5/54.5"
36.5 -5.5 74 "36.5/-5.5"
112.5 40.5 95 "112.5/40.5"
86.5 51.5 174 "86.5/51.5"
88.5 54.5 174 "88.5/54.5"
136.5 46.5 19 "136.5/46.5"
92.5 48.5 132 "92.5/48.5"
7.5 13.5 151 "7.5/13.5"
8.5 11.5 1520 "8.5/11.5"
16.5 44.5 62 "16.5/44.5"
119.5 -33.5 272 "119.5/-33.5"
21.5 -10.5 57 "21.5/-10.5"
-68.5 10.5 183 "-68.5/10.5"
116.5 38.5 95 "116.5/38.5"
-80.5 32.5 228 "-80.5/32.5"
67.5 32.5 268 "67.5/32.5"
6.5 46.5 197 "6.5/46.5"
148.5 -27.5 142 "148.5/-27.5"
-61.5 2.5 8 "-61.5/2.5"
20.5 -1.5 60 "20.5/-1.5"
18.5 -11.5 57 "18.5/-11.5"
-86.5 13.5 48 "-86.5/13.5"
50.5 33.5 269 "50.5/33.5"
118.5 30.5 512 "118.5/30.5"
83.5 44.5 275 "83.5/44.5"
71.5 49.5 117 "71.5/49.5"
129.5 36.5 224 "129.5/36.5"
18.5 14.5 121 "18.5/14.5"
24.5 -4.5 60 "24.5/-4.5"
-59.5 -22.5 187 "-59.5/-22.5"
45.5 37.5 269 "45.5/37.5"
101.5 46.5 132 "101.5/46.5"
114.5 34.5 100 "114.5/34.5"
53.5 64.5 163 "53.5/64.5"
55.5 27.5 269 "55.5/27.5"
-70.5 4.5 182 "-70.5/4.5"
-62.5 -3.5 8 "-62.5/-3.5"
47.5 31.5 240 "47.5/31.5"
80.5 46.5 276 "80.5/46.5"
110.5 19.5 2880 "110.5/19.5"
84.5 51.5 174 "84.5/51.5"
133.5 53.5 19 "133.5/53.5"
-106.5 44.5 141 "-106.5/44.5"
76.5 31.5 108 "76.5/31.5"
-106.5 54.5 50 "-106.5/54.5"
-6.5 14.5 218 "-6.5/14.5"
27.5 11.5 211 "27.5/11.5"
-105.5 44.5 141 "-105.5/44.5"
-61.5 5.5 183 "-61.5/5.5"
-61.5 -34.5 213 "-61.5/-34.5"
32.5 -2.5 74 "32.5/-2.5"
-62.5 -5.5 8 "-62.5/-5.5"
18.5 40.5 111 "18.5/40.5"
2.5 14.5 151 "2.5/14.5"
131.5 -17.5 49 "131.5/-17.5"
-72.5 48.5 38 "-72.5/48.5"
112.5 22.5 2881 "112.5/22.5"
70.5 33.5 1090 "70.5/33.5"
-87.5 50.5 93 "-87.5/50.5"
29.5 3.5 60 "29.5/3.5"
95.5 54.5 274 "95.5/54.5"
24.5 8.5 157 "24.5/8.5"
-74.5 42.5 244 "-74.5/42.5"
42.5 20.5 20000 "42.5/20.5"
-51.5 1.5 8 "-51.5/1.5"
28.5 40.5 84 "28.5/40.5"
66.5 26.5 270 "66.5/26.5"
62.5 30.5 268 "62.5/30.5"
-127.5 60.5 50 "-127.5/60.5"
-99.5 56.5 38 "-99.5/56.5"
80.5 59.5 174 "80.5/59.5"
65.5 37.5 16 "65.5/37.5"
116.5 28.5 512 "116.5/28.5"
-124.5 51.5 7 "-124.5/51.5"
-96.5 32.5 273 "-96.5/32.5"
-81.5 40.5 178 "-81.5/40.5"
110.5 24.5 2880 "110.5/24.5"
-6.5 32.5 168 "-6.5/32.5"
31.5 -5.5 74 "31.5/-5.5"
26.5 -27.5 181 "26.5/-27.5"
124.5 44.5 221 "124.5/44.5"
26.5 48.5 70 "26.5/48.5"
97.5 4.5 1061 "97.5/4.5"
100.5 50.5 246 "100.5/50.5"
59.5 52.5 249 "59.5/52.5"
29.5 8.5 157 "29.5/8.5"
32.5 8.5 157 "32.5/8.5"
33.5 58.5 254 "33.5/58.5"
-0.5 12.5 145 "-0.5/12.5"
-51.5 3.5 8 "-51.5/3.5"
-5.5 14.5 150 "-5.5/14.5"
-84.5 13.5 48 "-84.5/13.5"
66.5 46.5 230 "66.5/46.5"
44.5 6.5 96 "44.5/6.5"
15.5 14.5 121 "15.5/14.5"
18.5 63.5 2151 "18.5/63.5"
132.5 48.5 19 "132.5/48.5"
-4.5 14.5 150 "-4.5/14.5"
33.5 -5.5 74 "33.5/-5.5"
-72.5 -5.5 8 "-72.5/-5.5"
18.5 -7.5 60 "18.5/-7.5"
-71.5 44.5 244 "-71.5/44.5"
-111.5 29.5 245 "-111.5/29.5"
-50.5 -7.5 8 "-50.5/-7.5"
-56.5 -23.5 187 "-56.5/-23.5"
71.5 62.5 274 "71.5/62.5"
41.5 44.5 26 "41.5/44.5"
121.5 13.5 189 "121.5/13.5"
-54.5 -5.5 8 "-54.5/-5.5"
35.5 -10.5 226 "35.5/-10.5"
-64.5 -37.5 213 "-64.5/-37.5"
97.5 37.5 275 "97.5/37.5"
45.5 32.5 240 "45.5/32.5"
119.5 10.5 189 "119.5/10.5"
-16.5 14.5 220 "-16.5/14.5"
-71.5 -2.5 12 "-71.5/-2.5"
-89.5 14.5 48 "-89.5/14.5"
176.5 -38.5 143 "176.5/-38.5"
105.5 14.5 137 "105.5/14.5"
50.5 -15.5 134 "50.5/-15.5"
-2.5 54.5 36 "-2.5/54.5"
57.5 48.5 248 "57.5/48.5"
56.5 57.5 254 "56.5/57.5"
49.5 57.5 254 "49.5/57.5"
-56.5 -24.5 187 "-56.5/-24.5"
18.5 4.5 58 "18.5/4.5"
19.5 -8.5 57 "19.5/-8.5"
-65.5 46.5 38 "-65.5/46.5"
54.5 36.5 269 "54.5/36.5"
-42.5 -4.5 166 "-42.5/-4.5"
35.5 -7.5 74 "35.5/-7.5"
137.5 46.5 19 "137.5/46.5"
8.5 12.5 1520 "8.5/12.5"
28.5 -23.5 128 "28.5/-23.5"
-85.5 48.5 93 "-85.5/48.5"
117.5 -29.5 272 "117.5/-29.5"
66.5 36.5 13 "66.5/36.5"
20.5 52.5 176 "20.5/52.5"
122.5 40.5 221 "122.5/40.5"
15.5 53.5 176 "15.5/53.5"
17.5 65.5 2151 "17.5/65.5"
-14.5 19.5 167 "-14.5/19.5"
28.5 62.5 2150 "28.5/62.5"
117.5 -33.5 272 "117.5/-33.5"
46.5 14.5 20001 "46.5/14.5"
-113.5 34.5 54 "-113.5/34.5"
-97.5 27.5 200 "-97.5/27.5"
-83.5 9.5 48 "-83.5/9.5"
-103.5 22.5 139 "-103.5/22.5"
-116.5 39.5 92 "-116.5/39.5"
-65.5 10.5 183 "-65.5/10.5"
130.5 47.5 18 "130.5/47.5"
133.5 -0.5 1 "133.5/-0.5"
48.5 64.5 163 "48.5/64.5"
66.5 29.5 270 "66.5/29.5"
-48.5 -22.5 186 "-48.5/-22.5"
60.5 51.5 249 "60.5/51.5"
17.5 46.5 64 "17.5/46.5"
-98.5 56.5 190 "-98.5/56.5"
-108.5 49.5 190 "-108.5/49.5"
-89.5 53.5 38 "-89.5/53.5"
24.5 7.5 58 "24.5/7.5"
44.5 61.5 163 "44.5/61.5"
114.5 2.5 30 "114.5/2.5"
28.5 57.5 24 "28.5/57.5"
142.5 -5.5 184 "142.5/-5.5"
9.5 59.5 2152 "9.5/59.5"
15.5 3.5 43 "15.5/3.5"
-91.5 32.5 22 "-91.5/32.5"
-73.5 50.5 38 "-73.5/50.5"
-109.5 51.5 190 "-109.5/51.5"
-66.5 -43.5 238 "-66.5/-43.5"
-46.5 -20.5 186 "-46.5/-20.5"
75.5 17.5 116 "75.5/17.5"
61.5 36.5 271 "61.5/36.5"
-89.5 45.5 140 "-89.5/45.5"
15.5 -7.5 41 "15.5/-7.5"
-61.5 -16.5 9 "-61.5/-16.5"
56.5 46.5 248 "56.5/46.5"
-60.5 0.5 8 "-60.5/0.5"
133.5 35.5 1120 "133.5/35.5"
141.5 -4.5 184 "141.5/-4.5"
-117.5 34.5 37 "-117.5/34.5"
34.5 -12.5 282 "34.5/-12.5"
-62.5 -38.5 213 "-62.5/-38.5"
-104.5 28.5 199 "-104.5/28.5"
40.5 -0.5 97 "40.5/-0.5"
-55.5 -14.5 186 "-55.5/-14.5"
68.5 59.5 174 "68.5/59.5"
72.5 34.5 1090 "72.5/34.5"
56.5 53.5 254 "56.5/53.5"
28.5 14.5 157 "28.5/14.5"
-98.5 31.5 273 "-98.5/31.5"
120.5 0.5 105 "120.5/0.5"
-62.5 -37.5 213 "-62.5/-37.5"
87.5 48.5 172 "87.5/48.5"
149.5 -29.5 142 "149.5/-29.5"
3.5 36.5 159 "3.5/36.5"
19.5 -14.5 41 "19.5/-14.5"
22.5 14.5 204 "22.5/14.5"
117.5 30.5 512 "117.5/30.5"
25.5 60.5 2150 "25.5/60.5"
21.5 4.5 58 "21.5/4.5"
-57.5 2.5 165 "-57.5/2.5"
88.5 24.5 87 "88.5/24.5"
29.5 -5.5 72 "29.5/-5.5"
138.5 50.5 19 "138.5/50.5"
121.5 44.5 221 "121.5/44.5"
-85.5 42.5 94 "-85.5/42.5"
103.5 25.5 510 "103.5/25.5"
71.5 26.5 133 "71.5/26.5"
13.5 -12.5 41 "13.5/-12.5"
120.5 51.5 18 "120.5/51.5"
28.5 -25.5 128 "28.5/-25.5"
139.5 -32.5 49 "139.5/-32.5"
61.5 63.5 174 "61.5/63.5"
-74.5 -7.5 12 "-74.5/-7.5"
6.5 48.5 194 "6.5/48.5"
22.5 48.5 64 "22.5/48.5"
-88.5 38.5 178 "-88.5/38.5"
23.5 13.5 211 "23.5/13.5"
36.5 4.5 96 "36.5/4.5"
19.5 11.5 121 "19.5/11.5"
-50.5 -29.5 251 "-50.5/-29.5"
17.5 0.5 59 "17.5/0.5"
-1.5 37.5 103 "-1.5/37.5"
106.5 31.5 510 "106.5/31.5"
87.5 51.5 174 "87.5/51.5"
128.5 47.5 221 "128.5/47.5"
-96.5 51.5 190 "-96.5/51.5"
120.5 49.5 18 "120.5/49.5"
-63.5 -34.5 213 "-63.5/-34.5"
68.5 47.5 117 "68.5/47.5"
25.5 -25.5 126 "25.5/-25.5"
64.5 61.5 174 "64.5/61.5"
14.5 12.5 119 "14.5/12.5"
100.5 16.5 138 "100.5/16.5"
-44.5 -8.5 166 "-44.5/-8.5"
-66.5 -25.5 185 "-66.5/-25.5"
25.5 -13.5 286 "25.5/-13.5"
133.5 -16.5 49 "133.5/-16.5"
-79.5 33.5 228 "-79.5/33.5"
22.5 42.5 62 "22.5/42.5"
-59.5 -6.5 8 "-59.5/-6.5"
79.5 50.5 173 "79.5/50.5"
22.5 40.5 62 "22.5/40.5"
-158.5 59.5 7 "-158.5/59.5"
6.5 60.5 2152 "6.5/60.5"
109.5 22.5 2880 "109.5/22.5"
137.5 -2.5 105 "137.5/-2.5"
-105.5 55.5 50 "-105.5/55.5"
66.5 52.5 173 "66.5/52.5"
29.5 49.5 70 "29.5/49.5"
108.5 37.5 1011 "108.5/37.5"
83.5 43.5 275 "83.5/43.5"
39.5 -11.5 225 "39.5/-11.5"
67.5 41.5 230 "67.5/41.5"
17.5 -22.5 114 "17.5/-22.5"
38.5 2.5 97 "38.5/2.5"
119.5 -1.5 105 "119.5/-1.5"
10.5 55.5 86 "10.5/55.5"
21.5 -28.5 181 "21.5/-28.5"
117.5 2.5 29 "117.5/2.5"
-67.5 -36.5 198 "-67.5/-36.5"
-47.5 -16.5 214 "-47.5/-16.5"
6.5 14.5 151 "6.5/14.5"
147.5 -41.5 770 "147.5/-41.5"
-128.5 57.5 7 "-128.5/57.5"
143.5 -22.5 49 "143.5/-22.5"
-74.5 0.5 10 "-74.5/0.5"
-89.5 41.5 140 "-89.5/41.5"
-45.5 -15.5 214 "-45.5/-15.5"
-100.5 52.5 190 "-100.5/52.5"
136.5 -21.5 49 "136.5/-21.5"
-122.5 60.5 50 "-122.5/60.5"
0.5 33.5 159 "0.5/33.5"
130.5 -18.5 49 "130.5/-18.5"
43.5 63.5 163 "43.5/63.5"
37.5 -1.5 97 "37.5/-1.5"
69.5 56.5 174 "69.5/56.5"
-75.5 40.5 244 "-75.5/40.5"
-71.5 -34.5 52 "-71.5/-34.5"
33.5 38.5 242 "33.5/38.5"
-49.5 -20.5 186 "-49.5/-20.5"
-60.5 -10.5 8 "-60.5/-10.5"
67.5 30.5 1091 "67.5/30.5"
29.5 -28.5 181 "29.5/-28.5"
127.5 41.5 221 "127.5/41.5"
77.5 18.5 91 "77.5/18.5"
104.5 12.5 137 "104.5/12.5"
37.5 58.5 254 "37.5/58.5"
130.5 51.5 19 "130.5/51.5"
48.5 50.5 254 "48.5/50.5"
-123.5 62.5 50 "-123.5/62.5"
-99.5 51.5 190 "-99.5/51.5"
112.5 37.5 1010 "112.5/37.5"
47.5 56.5 254 "47.5/56.5"
-74.5 -6.5 12 "-74.5/-6.5"
-87.5 44.5 94 "-87.5/44.5"
17.5 -14.5 41 "17.5/-14.5"
-67.5 -33.5 198 "-67.5/-33.5"
-55.5 -13.5 8 "-55.5/-13.5"
114.5 23.5 2881 "114.5/23.5"
-94.5 38.5 141 "-94.5/38.5"
-95.5 18.5 278 "-95.5/18.5"
18.5 3.5 58 "18.5/3.5"
64.5 56.5 174 "64.5/56.5"
126.5 51.5 18 "126.5/51.5"
17.5 51.5 176 "17.5/51.5"
70.5 49.5 117 "70.5/49.5"
-59.5 -3.5 8 "-59.5/-3.5"
119.5 53.5 19 "119.5/53.5"
-41.5 -21.5 214 "-41.5/-21.5"
34.5 55.5 69 "34.5/55.5"
-9.5 16.5 208 "-9.5/16.5"
-63.5 -21.5 187 "-63.5/-21.5"
63.5 34.5 268 "63.5/34.5"
108.5 51.5 247 "108.5/51.5"
-41.5 -3.5 166 "-41.5/-3.5"
25.5 9.5 157 "25.5/9.5"
30.5 51.5 70 "30.5/51.5"
-120.5 52.5 7 "-120.5/52.5"
-68.5 -26.5 52 "-68.5/-26.5"
-57.5 -31.5 252 "-57.5/-31.5"
26.5 54.5 23 "26.5/54.5"
61.5 32.5 268 "61.5/32.5"
36.5 58.5 254 "36.5/58.5"
35.5 41.5 84 "35.5/41.5"
-101.5 54.5 190 "-101.5/54.5"
32.5 63.5 163 "32.5/63.5"
-0.5 43.5 130 "-0.5/43.5"
-105.5 38.5 22 "-105.5/38.5"
140.5 -34.5 142 "140.5/-34.5"
-60.5 -25.5 185 "-60.5/-25.5"
4.5 9.5 1521 "4.5/9.5"
111.5 -7.5 1060 "111.5/-7.5"
28.5 -13.5 286 "28.5/-13.5"
-71.5 -42.5 238 "-71.5/-42.5"
-103.5 25.5 139 "-103.5/25.5"
148.5 -28.5 142 "148.5/-28.5"
73.5 20.5 135 "73.5/20.5"
13.5 6.5 42 "13.5/6.5"
-62.5 46.5 38 "-62.5/46.5"
22.5 49.5 176 "22.5/49.5"
98.5 15.5 235 "98.5/15.5"
12.5 15.5 122 "12.5/15.5"
17.5 3.5 58 "17.5/3.5"
-53.5 -23.5 186 "-53.5/-23.5"
136.5 -33.5 49 "136.5/-33.5"
-119.5 35.5 37 "-119.5/35.5"
-8.5 30.5 168 "-8.5/30.5"
77.5 30.5 891 "77.5/30.5"
30.5 49.5 70 "30.5/49.5"
63.5 48.5 248 "63.5/48.5"
-98.5 47.5 141 "-98.5/47.5"
74.5 16.5 116 "74.5/16.5"
-55.5 -10.5 8 "-55.5/-10.5"
-67.5 -24.5 213 "-67.5/-24.5"
-113.5 57.5 50 "-113.5/57.5"
1.5 8.5 260 "1.5/8.5"
103.5 -2.5 1061 "103.5/-2.5"
125.5 -19.5 49 "125.5/-19.5"
-47.5 -1.5 166 "-47.5/-1.5"
-9.5 8.5 262 "-9.5/8.5"
18.5 0.5 60 "18.5/0.5"
58.5 55.5 254 "58.5/55.5"
30.5 -14.5 286 "30.5/-14.5"
