"LON" "LAT" "FPU_code" "LONLAT"
144.5 -31.5 142 "144.5/-31.5"
-68.5 -2.5 8 "-68.5/-2.5"
-49.5 -11.5 243 "-49.5/-11.5"
54.5 52.5 254 "54.5/52.5"
93.5 43.5 275 "93.5/43.5"
40.5 54.5 254 "40.5/54.5"
-96.5 37.5 22 "-96.5/37.5"
26.5 45.5 64 "26.5/45.5"
-153.5 62.5 7 "-153.5/62.5"
-115.5 41.5 56 "-115.5/41.5"
-42.5 -3.5 166 "-42.5/-3.5"
85.5 22.5 35 "85.5/22.5"
-84.5 31.5 228 "-84.5/31.5"
102.5 1.5 1061 "102.5/1.5"
-83.5 15.5 48 "-83.5/15.5"
76.5 12.5 40 "76.5/12.5"
109.5 50.5 247 "109.5/50.5"
109.5 52.5 247 "109.5/52.5"
15.5 62.5 2151 "15.5/62.5"
-40.5 -4.5 166 "-40.5/-4.5"
-123.5 47.5 7 "-123.5/47.5"
61.5 64.5 174 "61.5/64.5"
43.5 10.5 98 "43.5/10.5"
-98.5 51.5 190 "-98.5/51.5"
75.5 27.5 890 "75.5/27.5"
122.5 44.5 221 "122.5/44.5"
22.5 -14.5 286 "22.5/-14.5"
100.5 17.5 138 "100.5/17.5"
-40.5 -7.5 214 "-40.5/-7.5"
16.5 -9.5 41 "16.5/-9.5"
108.5 54.5 1 "108.5/54.5"
127.5 42.5 221 "127.5/42.5"
-94.5 46.5 140 "-94.5/46.5"
41.5 3.5 97 "41.5/3.5"
74.5 57.5 174 "74.5/57.5"
14.5 -6.5 41 "14.5/-6.5"
-73.5 48.5 38 "-73.5/48.5"
-64.5 -27.5 213 "-64.5/-27.5"
63.5 45.5 230 "63.5/45.5"
6.5 36.5 159 "6.5/36.5"
-89.5 20.5 278 "-89.5/20.5"
55.5 57.5 254 "55.5/57.5"
-101.5 48.5 191 "-101.5/48.5"
17.5 48.5 64 "17.5/48.5"
75.5 24.5 890 "75.5/24.5"
44.5 34.5 240 "44.5/34.5"
-78.5 48.5 38 "-78.5/48.5"
-97.5 29.5 273 "-97.5/29.5"
70.5 42.5 230 "70.5/42.5"
68.5 55.5 174 "68.5/55.5"
-93.5 35.5 22 "-93.5/35.5"
-113.5 59.5 50 "-113.5/59.5"
3.5 14.5 151 "3.5/14.5"
-120.5 37.5 37 "-120.5/37.5"
-43.5 -21.5 214 "-43.5/-21.5"
107.5 37.5 1011 "107.5/37.5"
146.5 -35.5 142 "146.5/-35.5"
-113.5 33.5 54 "-113.5/33.5"
143.5 -7.5 184 "143.5/-7.5"
-98.5 30.5 273 "-98.5/30.5"
112.5 35.5 1010 "112.5/35.5"
90.5 25.5 34 "90.5/25.5"
-112.5 52.5 190 "-112.5/52.5"
29.5 50.5 70 "29.5/50.5"
22.5 -32.5 222 "22.5/-32.5"
-99.5 28.5 200 "-99.5/28.5"
-71.5 5.5 182 "-71.5/5.5"
55.5 58.5 254 "55.5/58.5"
110.5 47.5 132 "110.5/47.5"
132.5 50.5 19 "132.5/50.5"
-76.5 37.5 244 "-76.5/37.5"
-71.5 -39.5 52 "-71.5/-39.5"
0.5 12.5 145 "0.5/12.5"
117.5 49.5 19 "117.5/49.5"
-40.5 -13.5 214 "-40.5/-13.5"
34.5 57.5 254 "34.5/57.5"
32.5 55.5 69 "32.5/55.5"
107.5 21.5 2880 "107.5/21.5"
118.5 -31.5 272 "118.5/-31.5"
-101.5 35.5 22 "-101.5/35.5"
40.5 57.5 254 "40.5/57.5"
-54.5 -18.5 186 "-54.5/-18.5"
-66.5 3.5 183 "-66.5/3.5"
34.5 63.5 163 "34.5/63.5"
73.5 54.5 174 "73.5/54.5"
48.5 41.5 26 "48.5/41.5"
133.5 -19.5 49 "133.5/-19.5"
51.5 28.5 269 "51.5/28.5"
78.5 16.5 116 "78.5/16.5"
29.5 7.5 157 "29.5/7.5"
-101.5 34.5 273 "-101.5/34.5"
-62.5 10.5 183 "-62.5/10.5"
29.5 45.5 67 "29.5/45.5"
122.5 43.5 221 "122.5/43.5"
25.5 62.5 2150 "25.5/62.5"
-53.5 47.5 38 "-53.5/47.5"
27.5 -8.5 281 "27.5/-8.5"
-101.5 22.5 139 "-101.5/22.5"
120.5 23.5 2882 "120.5/23.5"
41.5 51.5 26 "41.5/51.5"
-154.5 58.5 7 "-154.5/58.5"
94.5 57.5 274 "94.5/57.5"
108.5 56.5 1 "108.5/56.5"
-1.5 49.5 130 "-1.5/49.5"
-39.5 -5.5 166 "-39.5/-5.5"
11.5 48.5 65 "11.5/48.5"
27.5 46.5 64 "27.5/46.5"
-119.5 59.5 50 "-119.5/59.5"
147.5 -37.5 771 "147.5/-37.5"
32.5 38.5 84 "32.5/38.5"
-102.5 27.5 139 "-102.5/27.5"
-93.5 47.5 140 "-93.5/47.5"
-105.5 27.5 199 "-105.5/27.5"
175.5 -38.5 143 "175.5/-38.5"
76.5 11.5 212 "76.5/11.5"
139.5 -33.5 142 "139.5/-33.5"
-123.5 40.5 37 "-123.5/40.5"
52.5 48.5 248 "52.5/48.5"
136.5 -22.5 49 "136.5/-22.5"
33.5 2.5 158 "33.5/2.5"
37.5 37.5 84 "37.5/37.5"
79.5 24.5 890 "79.5/24.5"
-54.5 -8.5 8 "-54.5/-8.5"
53.5 53.5 254 "53.5/53.5"
-52.5 -29.5 251 "-52.5/-29.5"
-104.5 56.5 50 "-104.5/56.5"
-84.5 53.5 38 "-84.5/53.5"
-114.5 60.5 50 "-114.5/60.5"
40.5 38.5 242 "40.5/38.5"
13.5 -14.5 41 "13.5/-14.5"
17.5 11.5 121 "17.5/11.5"
79.5 61.5 274 "79.5/61.5"
161.5 56.5 1 "161.5/56.5"
113.5 32.5 512 "113.5/32.5"
90.5 50.5 274 "90.5/50.5"
-37.5 -9.5 214 "-37.5/-9.5"
91.5 26.5 34 "91.5/26.5"
6.5 12.5 1521 "6.5/12.5"
36.5 59.5 254 "36.5/59.5"
88.5 57.5 174 "88.5/57.5"
51.5 35.5 269 "51.5/35.5"
100.5 29.5 510 "100.5/29.5"
0.5 48.5 130 "0.5/48.5"
27.5 -21.5 126 "27.5/-21.5"
62.5 34.5 268 "62.5/34.5"
-94.5 37.5 22 "-94.5/37.5"
150.5 -26.5 142 "150.5/-26.5"
-8.5 10.5 148 "-8.5/10.5"
-65.5 -5.5 8 "-65.5/-5.5"
-156.5 58.5 7 "-156.5/58.5"
27.5 31.5 160 "27.5/31.5"
-109.5 42.5 54 "-109.5/42.5"
132.5 45.5 18 "132.5/45.5"
36.5 -10.5 226 "36.5/-10.5"
51.5 25.5 3 "51.5/25.5"
23.5 32.5 161 "23.5/32.5"
-60.5 6.5 165 "-60.5/6.5"
97.5 21.5 235 "97.5/21.5"
25.5 16.5 211 "25.5/16.5"
-77.5 49.5 38 "-77.5/49.5"
-48.5 -12.5 243 "-48.5/-12.5"
-73.5 -42.5 52 "-73.5/-42.5"
-66.5 -28.5 213 "-66.5/-28.5"
-81.5 28.5 228 "-81.5/28.5"
-56.5 4.5 165 "-56.5/4.5"
67.5 56.5 174 "67.5/56.5"
-66.5 47.5 38 "-66.5/47.5"
13.5 10.5 123 "13.5/10.5"
11.5 -2.5 46 "11.5/-2.5"
-72.5 45.5 38 "-72.5/45.5"
21.5 30.5 161 "21.5/30.5"
36.5 -13.5 225 "36.5/-13.5"
-60.5 -8.5 8 "-60.5/-8.5"
46.5 63.5 163 "46.5/63.5"
62.5 48.5 248 "62.5/48.5"
110.5 28.5 511 "110.5/28.5"
33.5 -11.5 286 "33.5/-11.5"
-77.5 46.5 93 "-77.5/46.5"
-47.5 -2.5 243 "-47.5/-2.5"
-114.5 49.5 190 "-114.5/49.5"
56.5 27.5 269 "56.5/27.5"
-62.5 -14.5 9 "-62.5/-14.5"
-67.5 -27.5 213 "-67.5/-27.5"
124.5 -9.5 1060 "124.5/-9.5"
-67.5 0.5 8 "-67.5/0.5"
-5.5 39.5 103 "-5.5/39.5"
-60.5 -3.5 8 "-60.5/-3.5"
-48.5 -18.5 186 "-48.5/-18.5"
43.5 38.5 242 "43.5/38.5"
24.5 61.5 2150 "24.5/61.5"
5.5 35.5 159 "5.5/35.5"
-93.5 17.5 278 "-93.5/17.5"
-109.5 47.5 141 "-109.5/47.5"
-5.5 11.5 150 "-5.5/11.5"
-42.5 -5.5 166 "-42.5/-5.5"
40.5 11.5 96 "40.5/11.5"
60.5 62.5 174 "60.5/62.5"
114.5 27.5 512 "114.5/27.5"
106.5 11.5 202 "106.5/11.5"
16.5 51.5 176 "16.5/51.5"
4.5 48.5 216 "4.5/48.5"
144.5 -15.5 49 "144.5/-15.5"
78.5 42.5 118 "78.5/42.5"
0.5 46.5 130 "0.5/46.5"
16.5 60.5 2151 "16.5/60.5"
-84.5 48.5 93 "-84.5/48.5"
84.5 60.5 274 "84.5/60.5"
87.5 22.5 53 "87.5/22.5"
26.5 46.5 64 "26.5/46.5"
-88.5 37.5 178 "-88.5/37.5"
105.5 27.5 510 "105.5/27.5"
-6.5 41.5 103 "-6.5/41.5"
26.5 -22.5 126 "26.5/-22.5"
-109.5 57.5 50 "-109.5/57.5"
23.5 -7.5 60 "23.5/-7.5"
175.5 -37.5 143 "175.5/-37.5"
59.5 51.5 249 "59.5/51.5"
87.5 47.5 172 "87.5/47.5"
-63.5 -18.5 9 "-63.5/-18.5"
51.5 63.5 163 "51.5/63.5"
-49.5 -25.5 214 "-49.5/-25.5"
103.5 23.5 201 "103.5/23.5"
-67.5 49.5 38 "-67.5/49.5"
-53.5 -3.5 8 "-53.5/-3.5"
107.5 54.5 1 "107.5/54.5"
104.5 15.5 138 "104.5/15.5"
26.5 -1.5 60 "26.5/-1.5"
26.5 31.5 160 "26.5/31.5"
-7.5 37.5 103 "-7.5/37.5"
69.5 25.5 1091 "69.5/25.5"
9.5 50.5 195 "9.5/50.5"
101.5 53.5 274 "101.5/53.5"
26.5 -33.5 222 "26.5/-33.5"
23.5 55.5 23 "23.5/55.5"
102.5 46.5 132 "102.5/46.5"
150.5 -5.5 184 "150.5/-5.5"
56.5 43.5 17 "56.5/43.5"
0.5 7.5 257 "0.5/7.5"
145.5 -31.5 142 "145.5/-31.5"
-61.5 -32.5 185 "-61.5/-32.5"
-10.5 9.5 267 "-10.5/9.5"
-46.5 -22.5 186 "-46.5/-22.5"
-56.5 -31.5 252 "-56.5/-31.5"
2.5 15.5 151 "2.5/15.5"
78.5 44.5 276 "78.5/44.5"
91.5 51.5 274 "91.5/51.5"
-118.5 53.5 50 "-118.5/53.5"
31.5 63.5 163 "31.5/63.5"
84.5 61.5 274 "84.5/61.5"
131.5 -20.5 49 "131.5/-20.5"
130.5 46.5 18 "130.5/46.5"
-70.5 -51.5 238 "-70.5/-51.5"
-84.5 40.5 178 "-84.5/40.5"
-58.5 -18.5 187 "-58.5/-18.5"
72.5 25.5 133 "72.5/25.5"
-78.5 40.5 244 "-78.5/40.5"
52.5 36.5 269 "52.5/36.5"
37.5 66.5 163 "37.5/66.5"
-76.5 6.5 170 "-76.5/6.5"
-67.5 -28.5 213 "-67.5/-28.5"
45.5 57.5 254 "45.5/57.5"
-92.5 36.5 140 "-92.5/36.5"
11.5 47.5 63 "11.5/47.5"
44.5 33.5 240 "44.5/33.5"
-93.5 39.5 141 "-93.5/39.5"
42.5 26.5 20000 "42.5/26.5"
76.5 23.5 890 "76.5/23.5"
39.5 2.5 97 "39.5/2.5"
-99.5 39.5 141 "-99.5/39.5"
-61.5 1.5 8 "-61.5/1.5"
126.5 -18.5 49 "126.5/-18.5"
-47.5 -3.5 243 "-47.5/-3.5"
23.5 4.5 58 "23.5/4.5"
27.5 63.5 2150 "27.5/63.5"
-103.5 19.5 139 "-103.5/19.5"
99.5 21.5 235 "99.5/21.5"
8.5 17.5 210 "8.5/17.5"
-4.5 41.5 103 "-4.5/41.5"
124.5 50.5 221 "124.5/50.5"
74.5 48.5 117 "74.5/48.5"
-83.5 22.5 61 "-83.5/22.5"
82.5 24.5 891 "82.5/24.5"
-62.5 3.5 8 "-62.5/3.5"
-62.5 -19.5 9 "-62.5/-19.5"
62.5 45.5 230 "62.5/45.5"
-58.5 -17.5 187 "-58.5/-17.5"
-82.5 50.5 38 "-82.5/50.5"
108.5 49.5 247 "108.5/49.5"
70.5 26.5 108 "70.5/26.5"
23.5 6.5 58 "23.5/6.5"
132.5 -13.5 49 "132.5/-13.5"
-40.5 -20.5 214 "-40.5/-20.5"
-1.5 31.5 203 "-1.5/31.5"
38.5 -4.5 74 "38.5/-4.5"
34.5 31.5 79 "34.5/31.5"
-71.5 -43.5 52 "-71.5/-43.5"
73.5 33.5 1090 "73.5/33.5"
34.5 -20.5 283 "34.5/-20.5"
61.5 35.5 268 "61.5/35.5"
110.5 21.5 2880 "110.5/21.5"
77.5 15.5 116 "77.5/15.5"
115.5 32.5 100 "115.5/32.5"
10.5 50.5 195 "10.5/50.5"
-116.5 48.5 56 "-116.5/48.5"
102.5 48.5 246 "102.5/48.5"
42.5 25.5 20000 "42.5/25.5"
85.5 53.5 174 "85.5/53.5"
-117.5 58.5 50 "-117.5/58.5"
40.5 12.5 156 "40.5/12.5"
13.5 -19.5 114 "13.5/-19.5"
65.5 53.5 173 "65.5/53.5"
-80.5 51.5 38 "-80.5/51.5"
111.5 51.5 247 "111.5/51.5"
-91.5 34.5 22 "-91.5/34.5"
52.5 62.5 163 "52.5/62.5"
108.5 14.5 202 "108.5/14.5"
134.5 -23.5 49 "134.5/-23.5"
40.5 60.5 163 "40.5/60.5"
6.5 61.5 2152 "6.5/61.5"
-112.5 41.5 92 "-112.5/41.5"
-79.5 34.5 228 "-79.5/34.5"
-85.5 13.5 48 "-85.5/13.5"
28.5 -2.5 60 "28.5/-2.5"
-72.5 18.5 39 "-72.5/18.5"
-71.5 0.5 10 "-71.5/0.5"
35.5 52.5 69 "35.5/52.5"
14.5 -10.5 41 "14.5/-10.5"
117.5 4.5 30 "117.5/4.5"
114.5 35.5 1010 "114.5/35.5"
42.5 53.5 254 "42.5/53.5"
144.5 -14.5 49 "144.5/-14.5"
-12.5 16.5 219 "-12.5/16.5"
126.5 46.5 221 "126.5/46.5"
-103.5 35.5 22 "-103.5/35.5"
-5.5 6.5 264 "-5.5/6.5"
148.5 -36.5 771 "148.5/-36.5"
49.5 58.5 254 "49.5/58.5"
73.5 61.5 174 "73.5/61.5"
92.5 26.5 34 "92.5/26.5"
93.5 25.5 34 "93.5/25.5"
12.5 -14.5 41 "12.5/-14.5"
34.5 59.5 254 "34.5/59.5"
-105.5 37.5 22 "-105.5/37.5"
-93.5 52.5 190 "-93.5/52.5"
-113.5 47.5 56 "-113.5/47.5"
-142.5 61.5 7 "-142.5/61.5"
-110.5 48.5 141 "-110.5/48.5"
-98.5 44.5 141 "-98.5/44.5"
-95.5 41.5 141 "-95.5/41.5"
-52.5 -0.5 8 "-52.5/-0.5"
-95.5 29.5 273 "-95.5/29.5"
92.5 56.5 174 "92.5/56.5"
113.5 -1.5 29 "113.5/-1.5"
2.5 44.5 130 "2.5/44.5"
59.5 55.5 254 "59.5/55.5"
102.5 15.5 138 "102.5/15.5"
-81.5 41.5 94 "-81.5/41.5"
-97.5 37.5 22 "-97.5/37.5"
-7.5 5.5 265 "-7.5/5.5"
-74.5 -3.5 12 "-74.5/-3.5"
-98.5 29.5 200 "-98.5/29.5"
32.5 4.5 157 "32.5/4.5"
-81.5 29.5 228 "-81.5/29.5"
42.5 42.5 25 "42.5/42.5"
12.5 57.5 2151 "12.5/57.5"
-52.5 3.5 165 "-52.5/3.5"
-88.5 34.5 228 "-88.5/34.5"
73.5 30.5 1090 "73.5/30.5"
146.5 -33.5 142 "146.5/-33.5"
42.5 45.5 26 "42.5/45.5"
147.5 -31.5 142 "147.5/-31.5"
2.5 10.5 144 "2.5/10.5"
-103.5 53.5 190 "-103.5/53.5"
-108.5 59.5 50 "-108.5/59.5"
12.5 14.5 122 "12.5/14.5"
173.5 -42.5 143 "173.5/-42.5"
28.5 48.5 70 "28.5/48.5"
111.5 23.5 2880 "111.5/23.5"
70.5 31.5 1090 "70.5/31.5"
-59.5 -17.5 9 "-59.5/-17.5"
-154.5 62.5 7 "-154.5/62.5"
65.5 57.5 174 "65.5/57.5"
33.5 54.5 69 "33.5/54.5"
99.5 14.5 237 "99.5/14.5"
75.5 58.5 174 "75.5/58.5"
-81.5 50.5 38 "-81.5/50.5"
103.5 50.5 246 "103.5/50.5"
-12.5 18.5 208 "-12.5/18.5"
-69.5 -5.5 8 "-69.5/-5.5"
44.5 59.5 254 "44.5/59.5"
79.5 44.5 276 "79.5/44.5"
-54.5 1.5 8 "-54.5/1.5"
136.5 -2.5 105 "136.5/-2.5"
17.5 -5.5 60 "17.5/-5.5"
15.5 44.5 62 "15.5/44.5"
102.5 34.5 1011 "102.5/34.5"
73.5 53.5 173 "73.5/53.5"
98.5 20.5 235 "98.5/20.5"
135.5 -16.5 49 "135.5/-16.5"
40.5 14.5 156 "40.5/14.5"
7.5 34.5 159 "7.5/34.5"
-79.5 42.5 94 "-79.5/42.5"
26.5 7.5 157 "26.5/7.5"
24.5 10.5 157 "24.5/10.5"
50.5 63.5 163 "50.5/63.5"
39.5 -0.5 97 "39.5/-0.5"
135.5 -19.5 49 "135.5/-19.5"
-111.5 54.5 50 "-111.5/54.5"
-73.5 -9.5 12 "-73.5/-9.5"
121.5 49.5 18 "121.5/49.5"
-60.5 -30.5 185 "-60.5/-30.5"
35.5 37.5 84 "35.5/37.5"
136.5 54.5 19 "136.5/54.5"
54.5 65.5 163 "54.5/65.5"
-65.5 -20.5 187 "-65.5/-20.5"
21.5 -13.5 279 "21.5/-13.5"
-60.5 -27.5 185 "-60.5/-27.5"
103.5 53.5 1 "103.5/53.5"
9.5 -0.5 46 "9.5/-0.5"
-72.5 50.5 38 "-72.5/50.5"
-54.5 -14.5 8 "-54.5/-14.5"
-47.5 -15.5 214 "-47.5/-15.5"
49.5 26.5 20000 "49.5/26.5"
-43.5 -22.5 214 "-43.5/-22.5"
28.5 55.5 23 "28.5/55.5"
-108.5 41.5 54 "-108.5/41.5"
-8.5 41.5 103 "-8.5/41.5"
61.5 55.5 174 "61.5/55.5"
17.5 12.5 204 "17.5/12.5"
-74.5 -13.5 12 "-74.5/-13.5"
114.5 36.5 1010 "114.5/36.5"
-107.5 37.5 54 "-107.5/37.5"
50.5 56.5 254 "50.5/56.5"
-91.5 52.5 38 "-91.5/52.5"
-3.5 7.5 258 "-3.5/7.5"
20.5 4.5 60 "20.5/4.5"
101.5 55.5 274 "101.5/55.5"
113.5 -7.5 1060 "113.5/-7.5"
-8.5 42.5 103 "-8.5/42.5"
3.5 10.5 144 "3.5/10.5"
135.5 -18.5 49 "135.5/-18.5"
25.5 43.5 64 "25.5/43.5"
-106.5 47.5 141 "-106.5/47.5"
77.5 46.5 117 "77.5/46.5"
-59.5 -23.5 187 "-59.5/-23.5"
98.5 4.5 3 "98.5/4.5"
80.5 20.5 91 "80.5/20.5"
-119.5 60.5 50 "-119.5/60.5"
-103.5 48.5 141 "-103.5/48.5"
7.5 33.5 159 "7.5/33.5"
141.5 -20.5 49 "141.5/-20.5"
43.5 55.5 254 "43.5/55.5"
26.5 -32.5 222 "26.5/-32.5"
24.5 16.5 211 "24.5/16.5"
47.5 52.5 254 "47.5/52.5"
114.5 4.5 4 "114.5/4.5"
-64.5 -1.5 8 "-64.5/-1.5"
-68.5 -4.5 8 "-68.5/-4.5"
-113.5 51.5 190 "-113.5/51.5"
82.5 57.5 174 "82.5/57.5"
105.5 10.5 202 "105.5/10.5"
54.5 37.5 271 "54.5/37.5"
122.5 -19.5 49 "122.5/-19.5"
-62.5 5.5 183 "-62.5/5.5"
-103.5 56.5 50 "-103.5/56.5"
36.5 60.5 163 "36.5/60.5"
-120.5 58.5 50 "-120.5/58.5"
-45.5 -17.5 214 "-45.5/-17.5"
60.5 60.5 174 "60.5/60.5"
110.5 0.5 29 "110.5/0.5"
142.5 48.5 1 "142.5/48.5"
131.5 -11.5 49 "131.5/-11.5"
22.5 -6.5 60 "22.5/-6.5"
20.5 5.5 58 "20.5/5.5"
-88.5 19.5 278 "-88.5/19.5"
113.5 24.5 2881 "113.5/24.5"
13.5 5.5 42 "13.5/5.5"
76.5 57.5 174 "76.5/57.5"
38.5 5.5 96 "38.5/5.5"
103.5 48.5 246 "103.5/48.5"
99.5 54.5 274 "99.5/54.5"
125.5 41.5 221 "125.5/41.5"
87.5 44.5 275 "87.5/44.5"
16.5 47.5 63 "16.5/47.5"
-51.5 -15.5 243 "-51.5/-15.5"
-61.5 -7.5 8 "-61.5/-7.5"
112.5 -2.5 29 "112.5/-2.5"
-125.5 55.5 7 "-125.5/55.5"
-85.5 33.5 228 "-85.5/33.5"
10.5 8.5 1520 "10.5/8.5"
-62.5 -16.5 9 "-62.5/-16.5"
28.5 -30.5 222 "28.5/-30.5"
38.5 14.5 156 "38.5/14.5"
121.5 12.5 189 "121.5/12.5"
19.5 44.5 62 "19.5/44.5"
73.5 28.5 108 "73.5/28.5"
34.5 -19.5 283 "34.5/-19.5"
-111.5 31.5 245 "-111.5/31.5"
-46.5 -18.5 186 "-46.5/-18.5"
-107.5 46.5 141 "-107.5/46.5"
-73.5 49.5 38 "-73.5/49.5"
-49.5 -26.5 214 "-49.5/-26.5"
17.5 -24.5 180 "17.5/-24.5"
-126.5 60.5 50 "-126.5/60.5"
-80.5 47.5 93 "-80.5/47.5"
-66.5 8.5 183 "-66.5/8.5"
-2.5 10.5 257 "-2.5/10.5"
83.5 59.5 174 "83.5/59.5"
-49.5 -27.5 214 "-49.5/-27.5"
20.5 -19.5 284 "20.5/-19.5"
47.5 48.5 253 "47.5/48.5"
13.5 -4.5 44 "13.5/-4.5"
-66.5 -11.5 9 "-66.5/-11.5"
-97.5 46.5 191 "-97.5/46.5"
-112.5 44.5 56 "-112.5/44.5"
-101.5 21.5 139 "-101.5/21.5"
-105.5 46.5 141 "-105.5/46.5"
-52.5 -10.5 8 "-52.5/-10.5"
-64.5 -12.5 9 "-64.5/-12.5"
119.5 52.5 19 "119.5/52.5"
146.5 -19.5 772 "146.5/-19.5"
37.5 54.5 254 "37.5/54.5"
-57.5 -7.5 8 "-57.5/-7.5"
66.5 55.5 174 "66.5/55.5"
-100.5 34.5 273 "-100.5/34.5"
5.5 47.5 197 "5.5/47.5"
-45.5 -12.5 214 "-45.5/-12.5"
73.5 25.5 133 "73.5/25.5"
86.5 20.5 35 "86.5/20.5"
-71.5 -44.5 52 "-71.5/-44.5"
-8.5 14.5 218 "-8.5/14.5"
-76.5 -4.5 12 "-76.5/-4.5"
35.5 30.5 81 "35.5/30.5"
121.5 50.5 18 "121.5/50.5"
119.5 5.5 30 "119.5/5.5"
17.5 49.5 64 "17.5/49.5"
-36.5 -9.5 214 "-36.5/-9.5"
-130.5 57.5 7 "-130.5/57.5"
148.5 -26.5 142 "148.5/-26.5"
-125.5 61.5 50 "-125.5/61.5"
109.5 41.5 131 "109.5/41.5"
-154.5 63.5 7 "-154.5/63.5"
104.5 25.5 2880 "104.5/25.5"
-86.5 36.5 178 "-86.5/36.5"
34.5 -16.5 283 "34.5/-16.5"
-121.5 40.5 37 "-121.5/40.5"
78.5 47.5 117 "78.5/47.5"
-81.5 39.5 178 "-81.5/39.5"
-156.5 59.5 7 "-156.5/59.5"
-66.5 -31.5 213 "-66.5/-31.5"
-114.5 37.5 54 "-114.5/37.5"
22.5 -5.5 60 "22.5/-5.5"
20.5 12.5 204 "20.5/12.5"
-118.5 45.5 56 "-118.5/45.5"
-112.5 40.5 92 "-112.5/40.5"
69.5 31.5 270 "69.5/31.5"
37.5 -9.5 74 "37.5/-9.5"
-50.5 -18.5 186 "-50.5/-18.5"
102.5 13.5 138 "102.5/13.5"
86.5 46.5 275 "86.5/46.5"
-77.5 39.5 244 "-77.5/39.5"
-72.5 -48.5 238 "-72.5/-48.5"
39.5 55.5 254 "39.5/55.5"
-60.5 -0.5 8 "-60.5/-0.5"
18.5 -31.5 222 "18.5/-31.5"
-109.5 28.5 245 "-109.5/28.5"
-81.5 51.5 38 "-81.5/51.5"
150.5 -28.5 142 "150.5/-28.5"
29.5 58.5 24 "29.5/58.5"
35.5 61.5 163 "35.5/61.5"
15.5 2.5 42 "15.5/2.5"
25.5 -20.5 126 "25.5/-20.5"
150.5 -25.5 772 "150.5/-25.5"
97.5 19.5 235 "97.5/19.5"
23.5 61.5 2150 "23.5/61.5"
13.5 56.5 2151 "13.5/56.5"
88.5 44.5 275 "88.5/44.5"
98.5 22.5 235 "98.5/22.5"
-115.5 60.5 50 "-115.5/60.5"
-62.5 -35.5 213 "-62.5/-35.5"
14.5 -5.5 60 "14.5/-5.5"
142.5 -34.5 142 "142.5/-34.5"
-99.5 48.5 191 "-99.5/48.5"
-109.5 29.5 245 "-109.5/29.5"
46.5 -15.5 134 "46.5/-15.5"
22.5 67.5 2151 "22.5/67.5"
14.5 63.5 2151 "14.5/63.5"
-151.5 65.5 7 "-151.5/65.5"
124.5 -18.5 49 "124.5/-18.5"
136.5 47.5 19 "136.5/47.5"
-67.5 -34.5 198 "-67.5/-34.5"
82.5 51.5 174 "82.5/51.5"
-63.5 -40.5 198 "-63.5/-40.5"
48.5 59.5 254 "48.5/59.5"
70.5 21.5 133 "70.5/21.5"
101.5 52.5 1 "101.5/52.5"
75.5 50.5 117 "75.5/50.5"
-9.5 7.5 265 "-9.5/7.5"
-104.5 34.5 200 "-104.5/34.5"
141.5 -19.5 49 "141.5/-19.5"
54.5 23.5 20003 "54.5/23.5"
48.5 26.5 20000 "48.5/26.5"
33.5 41.5 84 "33.5/41.5"
83.5 22.5 35 "83.5/22.5"
124.5 -20.5 49 "124.5/-20.5"
7.5 9.5 1521 "7.5/9.5"
-111.5 25.5 245 "-111.5/25.5"
23.5 10.5 58 "23.5/10.5"
151.5 -33.5 771 "151.5/-33.5"
24.5 64.5 2150 "24.5/64.5"
64.5 62.5 174 "64.5/62.5"
-104.5 32.5 200 "-104.5/32.5"
111.5 54.5 1 "111.5/54.5"
71.5 56.5 174 "71.5/56.5"
30.5 -22.5 128 "30.5/-22.5"
148.5 -24.5 772 "148.5/-24.5"
-80.5 22.5 61 "-80.5/22.5"
137.5 47.5 19 "137.5/47.5"
27.5 39.5 84 "27.5/39.5"
63.5 31.5 268 "63.5/31.5"
90.5 53.5 274 "90.5/53.5"
-52.5 2.5 8 "-52.5/2.5"
-43.5 -18.5 214 "-43.5/-18.5"
137.5 -20.5 49 "137.5/-20.5"
-149.5 62.5 7 "-149.5/62.5"
49.5 62.5 163 "49.5/62.5"
15.5 13.5 121 "15.5/13.5"
-106.5 41.5 141 "-106.5/41.5"
27.5 -24.5 128 "27.5/-24.5"
15.5 -9.5 41 "15.5/-9.5"
59.5 59.5 174 "59.5/59.5"
-47.5 -11.5 243 "-47.5/-11.5"
34.5 7.5 156 "34.5/7.5"
106.5 12.5 137 "106.5/12.5"
-3.5 6.5 258 "-3.5/6.5"
-61.5 -20.5 9 "-61.5/-20.5"
-83.5 36.5 178 "-83.5/36.5"
-75.5 51.5 38 "-75.5/51.5"
52.5 56.5 254 "52.5/56.5"
97.5 18.5 235 "97.5/18.5"
51.5 62.5 163 "51.5/62.5"
110.5 23.5 2880 "110.5/23.5"
-99.5 36.5 22 "-99.5/36.5"
145.5 -27.5 142 "145.5/-27.5"
55.5 55.5 254 "55.5/55.5"
20.5 -14.5 279 "20.5/-14.5"
123.5 -20.5 49 "123.5/-20.5"
-114.5 43.5 56 "-114.5/43.5"
-61.5 -2.5 8 "-61.5/-2.5"
31.5 62.5 2150 "31.5/62.5"
-121.5 53.5 7 "-121.5/53.5"
7.5 61.5 2152 "7.5/61.5"
74.5 52.5 117 "74.5/52.5"
-114.5 38.5 92 "-114.5/38.5"
